Country,ISO,BoundaryType,BoundaryName,License,License Source,Source,Year,GeoJSON
Bosnia and Herzegovina,BIH,ADM1,Bosnia and Herzegovina,Public Domain,commons.wikimedia.org/wiki/File,en.wikipedia.org/wiki/Political_divisions_of_Bosnia_and_Herzegovina,2013,https://github.com/wmgeolab/geoBoundaries/raw/90a1d52/releaseData/gbOpen/BIH/ADM1/geoBoundaries-BIH-ADM1.geojson
Bosnia and Herzegovina,BIH,ADM2,Bosnia and Herzegovina,Public Domain,commons.wikimedia.org/wiki/File,en.wikipedia.org/wiki/Cantons_of_the_Federation_of_Bosnia_and_Herzegovina,2013,https://github.com/wmgeolab/geoBoundaries/raw/f549eab/releaseData/gbOpen/BIH/ADM2/geoBoundaries-BIH-ADM2.geojson
Bosnia and Herzegovina,BIH,ADM3,Bosnia and Herzegovina,Public Domain,commons.wikimedia.org/wiki/File,en.wikipedia.org/wiki/Municipalities_of_Bosnia_and_Herzegovina,2013,https://github.com/wmgeolab/geoBoundaries/raw/f549eab/releaseData/gbOpen/BIH/ADM3/geoBoundaries-BIH-ADM3.geojson
Botswana,BWA,ADM0,Botswana,Public Domain,geoportal.rcmrd.org/layers/servir%3Abotswana_district_boundary,geoportal.rcmrd.org/layers/servir%3Abotswana_district_boundary,2015,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BWA/ADM0/geoBoundaries-BWA-ADM0.geojson
Botswana,BWA,ADM1,Botswana,Creative Commons Attribution-ShareAlike 2.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BWA/ADM1/geoBoundaries-BWA-ADM1.geojson
Botswana,BWA,ADM2,Botswana,Public Domain,geoportal.rcmrd.org/layers/servir%3Abotswana_adm2#license-more-above,geoportal.rcmrd.org/layers/servir%3Abotswana_adm2#more,2015,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BWA/ADM2/geoBoundaries-BWA-ADM2.geojson
Brazil,BRA,ADM0,Brazil,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/brazil-administrative-level-0-boundaries,data.humdata.org/dataset/brazil-administrative-level-0-boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BRA/ADM0/geoBoundaries-BRA-ADM0.geojson
Brazil,BRA,ADM1,Brazil,Creative Commons Attribution 2.5 Generic,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2006,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BRA/ADM1/geoBoundaries-BRA-ADM1.geojson
Brazil,BRA,ADM2,Brazil,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/brazil-administrative-level-0-boundaries,data.humdata.org/dataset/brazil-administrative-level-0-boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BRA/ADM2/geoBoundaries-BRA-ADM2.geojson
British Virgin Islands,VGB,ADM0,British Virgin Islands,Creative Commons Attribution 4.0 International (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,env1.arcgis.com/arcgis/rest/services/Sentinel2_10m_LandCover/ImageServer,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/VGB/ADM0/geoBoundaries-VGB-ADM0.geojson
Brunei Darussalam,BRN,ADM0,Brunei Darussalam,Public Domain,commons.wikimedia.org/wiki/File,en.wikipedia.org/wiki/Districts_of_Brunei,2015,https://github.com/wmgeolab/geoBoundaries/raw/f549eab/releaseData/gbOpen/BRN/ADM0/geoBoundaries-BRN-ADM0.geojson
Brunei Darussalam,BRN,ADM1,Brunei Darussalam,Public Domain,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2011,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BRN/ADM1/geoBoundaries-BRN-ADM1.geojson
Brunei Darussalam,BRN,ADM2,Brunei Darussalam,Public Domain,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2006,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BRN/ADM2/geoBoundaries-BRN-ADM2.geojson
Bulgaria,BGR,ADM0,Bulgaria,Public Domain,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BGR/ADM0/geoBoundaries-BGR-ADM0.geojson
Bulgaria,BGR,ADM1,Bulgaria,Public Domain,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BGR/ADM1/geoBoundaries-BGR-ADM1.geojson
Bulgaria,BGR,ADM2,Bulgaria,Public Domain,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BGR/ADM2/geoBoundaries-BGR-ADM2.geojson
Burkina Faso,BFA,ADM0,Burkina Faso,Creative Commons Attribution 4.0 (CC BY 4.0),datacatalog.worldbank.org/public-licenses#cc-by,datacatalog.worldbank.org/dataset/burkina-faso-administrative-boundaries-2017,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BFA/ADM0/geoBoundaries-BFA-ADM0.geojson
Burkina Faso,BFA,ADM1,Burkina Faso,Creative Commons Attribution 4.0 (CC BY 4.0),datacatalog.worldbank.org/public-licenses#cc-by,datacatalog.worldbank.org/dataset/burkina-faso-administrative-boundaries-2017,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BFA/ADM1/geoBoundaries-BFA-ADM1.geojson
Burkina Faso,BFA,ADM2,Burkina Faso,Creative Commons Attribution 4.0 (CC BY 4.0),datacatalog.worldbank.org/public-licenses#cc-by,datacatalog.worldbank.org/dataset/burkina-faso-administrative-boundaries-2017,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BFA/ADM2/geoBoundaries-BFA-ADM2.geojson
Burkina Faso,BFA,ADM3,Burkina Faso,Public Domain,geo.nyu.edu/catalog/stanford-bv378fk8507,geo.nyu.edu/catalog/stanford-bv378fk8507,2007,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BFA/ADM3/geoBoundaries-BFA-ADM3.geojson
Burundi,BDI,ADM0,Burundi,Public Domain,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2006,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BDI/ADM0/geoBoundaries-BDI-ADM0.geojson
Burundi,BDI,ADM1,Burundi,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2014,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BDI/ADM1/geoBoundaries-BDI-ADM1.geojson
Burundi,BDI,ADM2,Burundi,Public Domain,geo.nyu.edu/catalog/stanford-th822mn7301#iso-metadata-reference-info,geo.nyu.edu/catalog/stanford-th822mn7301,2007,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BDI/ADM2/geoBoundaries-BDI-ADM2.geojson
Burundi,BDI,ADM3,Burundi,Public Domain,geoportal.rcmrd.org/layers/servir%3Aburundi_admin4#more,geoportal.rcmrd.org/layers/servir%3Aburundi_admin4#more,2015,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BDI/ADM3/geoBoundaries-BDI-ADM3.geojson
Cabo Verde,CPV,ADM0,Cabo Verde,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CPV/ADM0/geoBoundaries-CPV-ADM0.geojson
Cabo Verde,CPV,ADM1,Cabo Verde,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CPV/ADM1/geoBoundaries-CPV-ADM1.geojson
Cabo Verde,CPV,ADM2,Cabo Verde,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/cape-verde-administrative-boundaries,data.humdata.org/dataset/cape-verde-administrative-boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CPV/ADM2/geoBoundaries-CPV-ADM2.geojson
Cambodia,KHM,ADM0,Cambodia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,osm-boundaries.com/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/KHM/ADM0/geoBoundaries-KHM-ADM0.geojson
Cambodia,KHM,ADM1,Cambodia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/KHM/ADM1/geoBoundaries-KHM-ADM1.geojson
Cambodia,KHM,ADM2,Cambodia,Creative Commons Attribution 4.0 International (CC BY 4.0),opendevelopmentcambodia.net/dataset/?id=administrative-boundaries-of-cambodia-2014,opendevelopmentcambodia.net/dataset/?id=administrative-boundaries-of-cambodia-2014,2014,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/KHM/ADM2/geoBoundaries-KHM-ADM2.geojson
Cambodia,KHM,ADM3,Cambodia,Creative Commons Attribution 4.0 International (CC BY 4.0),opendevelopmentcambodia.net/dataset/?id=administrative-boundaries-of-cambodia-2014,opendevelopmentcambodia.net/dataset/?id=administrative-boundaries-of-cambodia-2014,2014,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/KHM/ADM3/geoBoundaries-KHM-ADM3.geojson
Cameroon,CMR,ADM0,Cameroon,Creative Commons Attribution 3.0 License,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CMR/ADM0/geoBoundaries-CMR-ADM0.geojson
Cameroon,CMR,ADM1,Cameroon,Creative Commons Attribution 3.0 License,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CMR/ADM1/geoBoundaries-CMR-ADM1.geojson
Cameroon,CMR,ADM2,Cameroon,Creative Commons Attribution 4.0 International (CC BY 4.0),africaopendata.org/dataset/cameroon-maps,africaopendata.org/dataset/cameroon-maps,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CMR/ADM2/geoBoundaries-CMR-ADM2.geojson
Cameroon,CMR,ADM3,Cameroon,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CMR/ADM3/geoBoundaries-CMR-ADM3.geojson
Canada,CAN,ADM0,Canada,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CAN/ADM0/geoBoundaries-CAN-ADM0.geojson
Canada,CAN,ADM1,Canada,Open Government Canada 2.0,www.statcan.gc.ca/eng/reference/licence,www12.statcan.gc.ca/census-recensement/2011/geo/bound-limit/bound-limit-2016-eng.cfm,2023,https://github.com/wmgeolab/geoBoundaries/raw/41af8f1/releaseData/gbOpen/CAN/ADM1/geoBoundaries-CAN-ADM1.geojson
Canada,CAN,ADM2,Canada,Open Government Canada 2.0,www.statcan.gc.ca/en/reference/licence,open.canada.ca/data/en/dataset/ef70dc3b-1069-4037-9bce-61f47e628a1d,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CAN/ADM2/geoBoundaries-CAN-ADM2.geojson
Canada,CAN,ADM3,Canada,Open Data Commons Open Database License 1.0,www.statcan.gc.ca/eng/reference/licence,www12.statcan.gc.ca/census-recensement/2011/geo/bound-limit/bound-limit-2016-eng.cfm,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CAN/ADM3/geoBoundaries-CAN-ADM3.geojson
Cayman Islands,CYM,ADM0,Cayman Islands,Creative Commons Attribution 4.0 International (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,env1.arcgis.com/arcgis/rest/services/Sentinel2_10m_LandCover/ImageServer,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CYM/ADM0/geoBoundaries-CYM-ADM0.geojson
Central African Republic,CAF,ADM0,Central African Republic,Creative Commons Attribution 2.5 Generic,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2006,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CAF/ADM0/geoBoundaries-CAF-ADM0.geojson
Central African Republic,CAF,ADM1,Central African Republic,Creative Commons Attribution 2.5 Generic,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2006,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CAF/ADM1/geoBoundaries-CAF-ADM1.geojson
Central African Republic,CAF,ADM2,Central African Republic,Creative Commons Attribution 3.0 License,data2.unhcr.org/en/documents/details/32968,data2.unhcr.org/en/documents/details/32968,2015,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CAF/ADM2/geoBoundaries-CAF-ADM2.geojson
Central African Republic,CAF,ADM3,Central African Republic,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/central-african-republic-administrative-boundaries,data.humdata.org/dataset/central-african-republic-administrative-boundaries,2018,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CAF/ADM3/geoBoundaries-CAF-ADM3.geojson
Chad,TCD,ADM0,Chad,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/TCD/ADM0/geoBoundaries-TCD-ADM0.geojson
Chad,TCD,ADM1,Chad,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/TCD/ADM1/geoBoundaries-TCD-ADM1.geojson
Chad,TCD,ADM2,Chad,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/chad-admin-boundaries-admin-1-and-admin-2,data.humdata.org/dataset/chad-admin-boundaries-admin-1-and-admin-2,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/TCD/ADM2/geoBoundaries-TCD-ADM2.geojson
Chile,CHL,ADM0,Chile,Public Domain,www.naturalearthdata.com/about/terms-of-use/,www.naturalearthdata.com/downloads/10m-cultural-vectors/10m-admin-0-countries/,2009,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM0/geoBoundaries-CHL-ADM0.geojson
Chile,CHL,ADM1,Chile,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/chile-administrative-level-0-country-1-region-region,data.humdata.org/dataset/chile-administrative-level-0-country-1-region-region,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM1/geoBoundaries-CHL-ADM1.geojson
Chile,CHL,ADM2,Chile,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM2/geoBoundaries-CHL-ADM2.geojson
Chile,CHL,ADM3,Chile,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/chile-administrative-level-0-country-1-region-region,data.humdata.org/dataset/chile-administrative-level-0-country-1-region-region,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHL/ADM3/geoBoundaries-CHL-ADM3.geojson
China,CHN,ADM0,China,Public Domain,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM0/geoBoundaries-CHN-ADM0.geojson
China,CHN,ADM1,China,Public Domain,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM1/geoBoundaries-CHN-ADM1.geojson
China,CHN,ADM2,China,Open Data Commons Public Domain Dedication and License (PDDL) v1.0,revolutionarygis.wordpress.com/2014/01/18/china-prefecture-shapefile-and-china-province-shapefile/,github.com/justinelliotmeyers/-1_400-/blob/master/%E4%B8%AD%E5%9B%BD%E5%8E%BF%E7%95%8C.shp,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM2/geoBoundaries-CHN-ADM2.geojson
China,CHN,ADM3,China,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHN/ADM3/geoBoundaries-CHN-ADM3.geojson
Colombia,COL,ADM0,Colombia,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/COL/ADM0/geoBoundaries-COL-ADM0.geojson
Colombia,COL,ADM1,Colombia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/COL/ADM1/geoBoundaries-COL-ADM1.geojson
Colombia,COL,ADM2,Colombia,Creative Commons Attribution 4.0 International (CC BY 4.0),geoportal.dane.gov.co/?descarga-marco-geoestadistico-nacional,geoportal.dane.gov.co/servicios/descarga-y-metadatos/descarga-mgn-marco-geoestadistico-nacional/,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/COL/ADM2/geoBoundaries-COL-ADM2.geojson
Comoros,COM,ADM0,Comoros,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/COM/ADM0/geoBoundaries-COM-ADM0.geojson
Comoros,COM,ADM1,Comoros,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/COM/ADM1/geoBoundaries-COM-ADM1.geojson
Comoros,COM,ADM2,Comoros,Creative Commons Attribution 4.0 International (CC BY 4.0),data.humdata.org/dataset/comoros-administrative-level-0-3-boundaries,data.humdata.org/dataset/comoros-administrative-level-0-3-boundaries,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/COM/ADM2/geoBoundaries-COM-ADM2.geojson
Comoros,COM,ADM3,Comoros,Creative Commons Attribution 4.0 International (CC BY 4.0),data.humdata.org/dataset/comoros-administrative-level-0-3-boundaries,data.humdata.org/dataset/comoros-administrative-level-0-3-boundaries,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/COM/ADM3/geoBoundaries-COM-ADM3.geojson
Congo,COG,ADM0,Congo,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/COG/ADM0/geoBoundaries-COG-ADM0.geojson
Congo,COG,ADM1,Congo,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/COG/ADM1/geoBoundaries-COG-ADM1.geojson
Congo,COG,ADM2,Congo,Public Domain,geo.nyu.edu/catalog/stanford-hz799nq4536,geo.nyu.edu/catalog/stanford-hz799nq4536,2007,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/COG/ADM2/geoBoundaries-COG-ADM2.geojson
Cook Islands,COK,ADM0,Cook Islands,Creative Commons Attribution 4.0 International (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,env1.arcgis.com/arcgis/rest/services/Sentinel2_10m_LandCover/ImageServer,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/COK/ADM0/geoBoundaries-COK-ADM0.geojson
Costa Rica,CRI,ADM0,Costa Rica,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CRI/ADM0/geoBoundaries-CRI-ADM0.geojson
Costa Rica,CRI,ADM1,Costa Rica,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CRI/ADM1/geoBoundaries-CRI-ADM1.geojson
Costa Rica,CRI,ADM2,Costa Rica,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CRI/ADM2/geoBoundaries-CRI-ADM2.geojson
Costa Rica,CRI,ADM3,Costa Rica,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CRI/ADM3/geoBoundaries-CRI-ADM3.geojson
Côte d’Ivoire,CIV,ADM0,Côte d'Ivoire,Public Domain,www.naturalearthdata.com/about/terms-of-use/,www.naturalearthdata.com/downloads/10m-cultural-vectors/10m-admin-0-countries/,2018,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM0/geoBoundaries-CIV-ADM0.geojson
Côte d’Ivoire,CIV,ADM1,Côte d'Ivoire,Creative Commons Attribution 4.0 International (CC BY 4.0),datacatalog.worldbank.org/public-licenses#cc-by,datacatalog.worldbank.org/dataset/cote-divoire-administrative-boundaries-2016,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM1/geoBoundaries-CIV-ADM1.geojson
Côte d’Ivoire,CIV,ADM2,Côte d'Ivoire,Creative Commons Attribution 4.0 International (CC BY 4.0),datacatalog.worldbank.org/public-licenses#cc-by,datacatalog.worldbank.org/dataset/cote-divoire-administrative-boundaries-2016,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM2/geoBoundaries-CIV-ADM2.geojson
Côte d’Ivoire,CIV,ADM3,Côte d'Ivoire,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),Humdata,data.humdata.org/dataset/cote-d-ivoire-administrative-level-0-3-boundaries-and-points,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CIV/ADM3/geoBoundaries-CIV-ADM3.geojson
